unsafe,safe,unsafe,safe,safe,safe,unsafe,safe,safe
safe,unsafe,unsafe,safe,safe,safe,unsafe,safe,safe
safe,safe,unsafe,safe,safe,safe,unsafe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,safe
unsafe,safe,unsafe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,unsafe,safe
safe,safe,safe,unsafe,safe,safe,safe,safe,safe
safe,safe,safe,unsafe,safe,unsafe,unsafe,safe,safe
safe,safe,safe,safe,safe,safe,unsafe,safe,safe
safe,safe,safe,safe,safe,safe,unsafe,safe,safe
safe,safe,safe,safe,safe,safe,unsafe,safe,safe
unsafe,safe,unsafe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,unsafe,safe,safe,safe,safe
unsafe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,unsafe,unsafe,safe,safe,safe
safe,safe,safe,safe,safe,safe,unsafe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
broken,broken,broken,broken,broken,broken,broken,broken,broken
unsafe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,unsafe
safe,safe,safe,safe,safe,unsafe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,unsafe,safe,safe,safe,safe,safe
safe,safe,safe,unsafe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,unsafe,safe,safe,safe,safe,safe
safe,safe,safe,unsafe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,unsafe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,safe
unsafe,safe,safe,safe,unsafe,safe,safe,safe,safe
safe,safe,safe,safe,safe,safe,safe,safe,safe
safe,safe,safe,safe,safe,unsafe,safe,safe,unsafe
safe,safe,safe,safe,safe,safe,safe,safe,unsafe
